D:\FCM\sort original MDS42\2021.01.10\OS1 before sort_7.daf
All

Object Number	Area_M02	Aspect Ratio Intensity_M02_Ch02	Height_M02	Intensity_MC_Ch02	Length_M02	Width_M02
81	6.66666666666667	0.634860341996704	3.33333333333333	2052.72291666671	3.33333333333333	2.33333333333333
82	11.7777777777778	0.342408606674129	7	4016.2730263158	7	3.33333333333333
83	0	0	0	307	0	0
84	7.33333333333333	0.625836170106993	3	2469.4375	3	3
85	3.77777777777778	0.705892964937844	2.33333333333333	1046.93014705882	2.33333333333333	1.66666666666667
86	5.33333333333333	0.70135492228431	2.66666666666667	1553.90865384615	2.66666666666667	2.33333333333333
87	6.88888888888889	0.550421251694339	3.66666666666667	2725.77403846153	3.66666666666667	2.33333333333333
88	0	0	0	711.758620689655	0	0
89	3.22222222222222	0.57400283851584	2.33333333333333	521.940476190476	2.33333333333333	1.66666666666667
90	12	0.790183662069059	4.33333333333333	3829.56249999999	4.33333333333333	3.66666666666667
91	6.77777777777778	0.769404725618712	3	1054.69642857143	3	2.66666666666667
92	6.44444444444444	0.744843312077123	3	2001.3375	3	2.66666666666667
93	7.22222222222222	0.748547869628533	3.33333333333333	1267.70833333333	3.33333333333333	2.66666666666667
94	6.55555555555555	0.843260964181648	3	2015.29761904762	3	2.66666666666667
95	18.6666666666667	0.414236444357797	6.66666666666667	1944.15909090911	6.66666666666667	3.66666666666667
96	6.22222222222222	0.823265271074507	3	1335.75	3	2.66666666666667
97	8.11111111111111	0.602012018256837	3.33333333333333	7267.9375	3.33333333333333	3
98	52	0.977385420657133	8.66666666666667	2517.78703703705	14	8
99	5.22222222222222	0.834302425129276	2.66666666666667	1360.98076923077	2.66666666666667	2.33333333333333
100	7.77777777777778	0.42211347399865	3.66666666666667	2304	3.66666666666667	2.33333333333333
101	6.33333333333333	0.654698600577269	3.33333333333333	1716.33333333334	3.33333333333333	2.33333333333333
102	5.33333333333333	0.796082969390138	2.66666666666667	827.358695652173	2.66666666666667	2.33333333333333
103	6.77777777777778	0.817361991995818	3	1040.2	3	2.66666666666667
104	5.88888888888889	0.620743431928719	3	2211.57407407407	3	2.33333333333333
105	6.55555555555555	0.575871764004444	3.33333333333333	2293.44	3.33333333333333	2.33333333333333
106	7.22222222222222	0.801462724878787	3	919.125000000002	3	3
107	6.55555555555555	0.772349680026604	3.33333333333333	1305.59821428571	3.33333333333333	2.33333333333333
108	5.22222222222222	0.721799744850738	2.66666666666667	1208.56770833333	2.66666666666667	2.33333333333333
109	6.44444444444444	0.741296125632966	3	1686.62000000001	3	2.33333333333333
110	10	0.570233329263539	4.33333333333333	1262.22916666667	4.33333333333333	2.66666666666667
111	0	0	0	639.000000000001	0	0
112	8.22222222222222	0.552866422478787	3.66666666666667	1916.625	3.66666666666667	2.66666666666667
113	6	0.909236827305499	2.66666666666667	1058.5	2.66666666666667	2.66666666666667
114	5	0.891520179927655	2.66666666666667	1499.28571428571	2.66666666666667	2.33333333333333
115	7.33333333333333	0.591535851098199	3	1849.69642857144	3	3
116	8.11111111111111	0.533076692157752	3.66666666666667	2833.66666666667	3.66666666666667	2.66666666666667
117	4.66666666666667	0.4708520275763	3	703.809523809522	3	2
118	6.77777777777778	0.455935731296495	3.33333333333333	2539.00000000001	3.33333333333333	2.33333333333333
119	1	0.948950207242718	1	1377.73863636364	1	1
120	4.66666666666667	0.533428193214211	3	1573.67857142857	3	2
121	14	0.239475557886705	7	3833.57094594592	7	3.33333333333333
122	0	0	0	309.452586206898	0	0
123	5	0.881436844237763	2.33333333333333	2768.49137931035	2.33333333333333	2.33333333333333
124	7.77777777777778	0.827363479366309	3	1948.56481481481	3	3
125	9.11111111111111	0.433972413738252	4	4373.79032258066	4	2.66666666666667
126	4.77777777777778	0.906287862990242	2.33333333333333	731.375000000001	2.33333333333333	2.33333333333333
127	6.66666666666667	0.476315954255797	3.33333333333333	2832.44827586206	3.33333333333333	2.33333333333333
128	5.88888888888889	0.527405657104498	3	1514.62037037037	3	2.33333333333333
129	5.88888888888889	0.630852243271842	3	2158.37931034483	3	2.33333333333333
130	7.22222222222222	0.688334442935675	3	2029.78125	3	2.66666666666667
131	0	0	0	538.267241379311	0	0
132	22.5555555555556	0.691535154984021	6.33333333333333	1608.88793103449	6.33333333333333	4.33333333333333
133	8.88888888888889	0.736511976143025	3.33333333333333	1668.05454545453	3.33333333333333	3.33333333333333
134	7.44444444444444	0.624518237024139	3.66666666666667	1056.07142857143	3.66666666666667	2.33333333333333
135	9.77777777777778	0.299622005805985	4.66666666666667	5399.20121951217	4.66666666666667	2.66666666666667
136	9.66666666666667	0.756056195309481	3.66666666666667	2518.37931034482	3.66666666666667	3
137	12.8888888888889	0.520854622468007	4.66666666666667	3862.50000000002	4.66666666666667	3.33333333333333
138	13	0.911023612654744	4	1335.76219512196	4	3.66666666666667
139	6.66666666666667	0.5342971193428	3.33333333333333	1257.22794117647	3.33333333333333	2.33333333333333
140	6.22222222222222	0.718958602901233	3	1172.4375	3	2.33333333333333
141	11.4444444444444	0.76064777840561	4	2710.09121621626	4	3.33333333333333
142	0	0	0	1341.63920454545	0	0
143	4.44444444444444	0.600921089386281	2.66666666666667	1485.66666666666	2.66666666666667	2
144	0	0	0	824.833333333332	0	0
145	6.55555555555555	0.686344783029851	3	2067.675	3	2.66666666666667
146	7.44444444444444	0.705204993374271	3.33333333333333	2244.93534482758	3.33333333333333	2.66666666666667
147	8.44444444444444	0.924825440402648	3.33333333333333	895.699999999997	3.33333333333333	3
148	5.22222222222222	0.691762791586112	2.66666666666667	1547.71875	2.66666666666667	2.33333333333333
149	7.22222222222222	0.98046375595015	3	773	3	3
150	11.6666666666667	0.8729188278414	4	1093	4	3.33333333333333
151	6.66666666666667	0.546504635130173	3	2248.06666666667	3	2.66666666666667
152	6.22222222222222	0.6229891660705	3	2443.375	3	2.33333333333333
153	4.55555555555556	0.8963362558495	2.33333333333333	2409.23076923077	2.33333333333333	2
154	13	0.798264737294353	4	3699.48275862071	4	4
155	2.22222222222222	0.719321954317982	1.66666666666667	232.428571428571	1.66666666666667	1.33333333333333
156	6.44444444444444	0.574286838902078	3.33333333333333	3174.09274193547	3.33333333333333	2.33333333333333
157	14.8888888888889	0.577525715221631	5.33333333333333	3075.65086206897	5.33333333333333	3.33333333333333
158	6.77777777777778	0.566285077440107	3.33333333333333	2089.07142857143	3.33333333333333	2.33333333333333
159	10	0.578177600483221	4	2669.04435483871	4	3
160	6.55555555555555	0.658762105176551	3.33333333333333	1322.84375	3.33333333333333	2.33333333333333
161	0	0	0	646.641666666666	0	0
